commit_hash,full_hash,short_hash,author_date,committer_date,subject,body,type,scope,description,breaking,breaking_footers,body_subject_aliases,conventional_parse_status,changed_files,changed_file_count,additions,deletions,code_line_count,test_line_count,docs_line_count,plan_line_count,transcript_line_count,fixture_line_count,fixture_or_binary_change,linked_plan_ids,linked_transcript_ids,parent_theme_ids,theme_coverage_state,total_code_lines_changed,total_test_lines_changed,total_documentation_lines_changed,total_plan_lines,total_transcript_lines,total_visible_conversation_elapsed_seconds,total_assistant_processing_seconds,total_user_response_seconds,back_and_forth_count,allocated_turn_count,unavailable_timing_count,difficulty_inputs,difficulty_score,difficulty_label,difficulty_weight_coverage,confidence_score,warning_count,first_evidence_date,last_evidence_date,link_confidence,link_evidence
d65459355d32c58116293e4f6cce8a759b6d67f5,d65459355d32c58116293e4f6cce8a759b6d67f5,d654593,2026-04-23T01:04:12-07:00,2026-04-23T01:04:12-07:00,feat(applescript): support editor window flac saves,"- add `SwiftTagAppleScriptFlacSaveRequest` parsing for scope and payload save options
- route `save` on editor windows through FLAC writeback and default save settings
- keep document `save` scoped to `.swifttag` package writes and update `SwiftTag.sdef`
- extract shared synchronous save helpers for AppleScript-triggered track saves
- add AppleScript and view model tests for request mapping and selected-track writes

docs(transcript): record confirmed plan decisions and session transcript for plan 26",feat,applescript,support editor window flac saves,False,[],"[""docs(transcript): record confirmed plan decisions and session transcript for plan 26""]",parsed,Docs/Plans/26-AddAppleScriptSupport.md; Docs/Plans/Transcripts/transcript-2026-04-23-1-26-AddAppleScriptSupport.md; SwiftTag/ContentView.swift; SwiftTag/Features/TagEditor/TagEditorViewModel.swift; SwiftTag/Shared/Utilities/SwiftTagAppleScriptSupport.swift; SwiftTag/SwiftTag.sdef; SwiftTagTests/SwiftTagAppleScriptTests.swift; SwiftTagTests/SwiftTagTests.swift,8,636,71,425,146,0,12,124,0,False,"[""26""]","[""transcript-2026-04-23-1-26-AddAppleScriptSupport""]","[""applescript"", ""save"", ""settings"", ""swifttag-document"", ""tags""]",assigned,425.0,146.0,0.0,12.0,124.0,1696.0,1217.0,479.0,2.0,4.0,0,"{""assistant_processing_time"": 1217.0, ""back_and_forth_count"": 2.0, ""code_lines"": 425.0, ""elapsed_time"": 1696.0, ""plan_lines"": 12.0, ""transcript_lines"": 124.0}",73.03,High,1.0,1.0,0,2026-04-23,2026-04-23,1.00,one-commit analytical invariant
546e43d639eb9d7eceb46aa966b8a592b187b12c,546e43d639eb9d7eceb46aa966b8a592b187b12c,546e43d,2026-04-23T23:15:09-07:00,2026-04-23T23:15:09-07:00,feat(applescript): support selected tracks and track list filtering,"- expose application and editor window tracks as AppleScript lists backed by track-table ordering
- back selected tracks with multi-selection state and normalize single, list, and specifier inputs
- share track-table sorting with scripting indices and add unit plus gated osascript coverage

docs(transcript): transcript, osascript harness constraints and update AppleScript support plan notes",feat,applescript,support selected tracks and track list filtering,False,[],"[""docs(transcript): transcript, osascript harness constraints and update AppleScript support plan notes""]",parsed,Docs/Guides/testing-guide.md; Docs/Plans/26-AddAppleScriptSupport.md; Docs/Plans/Transcripts/transcript-2026-04-23-2-26-AddAppleScriptSupport.md; SwiftTag/ContentView.swift; SwiftTag/Features/TagEditor/TagEditorTrackFileView.swift; SwiftTag/Shared/Models/Track.swift; SwiftTag/Shared/Utilities/SwiftTagAppleScriptSupport.swift; SwiftTag/SwiftTag.sdef; SwiftTagTests/SwiftTagAppleScriptTests.swift; SwiftTagUITests/SwiftTagUITests.swift,10,1305,74,206,494,26,5,648,0,False,"[""26""]","[""transcript-2026-04-23-2-26-AddAppleScriptSupport""]","[""applescript"", ""picture"", ""project"", ""tags""]",assigned,206.0,494.0,26.0,5.0,640.0000000000001,36485.0,8294.0,28191.0,11.0,22.0,0,"{""assistant_processing_time"": 8294.0, ""back_and_forth_count"": 11.0, ""code_lines"": 206.0, ""elapsed_time"": 36485.0, ""plan_lines"": 5.0, ""transcript_lines"": 640.0000000000001}",86.11,Very High,1.0,1.0,0,2026-04-23,2026-04-23,1.00,one-commit analytical invariant
c02d65544f4b09ec7b1fa8ca3e5e15204fdd1795,c02d65544f4b09ec7b1fa8ca3e5e15204fdd1795,c02d655,2026-04-24T14:58:34-07:00,2026-04-24T14:58:34-07:00,feat(applescript): update track tag properties to be setable,,feat,applescript,update track tag properties to be setable,False,[],[],parsed,SwiftTag/Shared/Utilities/SwiftTagAppleScriptSupport.swift; SwiftTagTests/SwiftTagAppleScriptTests.swift; SwiftTagUITests/SwiftTagUITests.swift,3,360,40,312,88,0,0,0,0,False,"[""26""]","[""transcript-2026-04-24-1-26-AddAppleScriptSupport""]","[""applescript"", ""tags""]",assigned,312.0,88.0,0.0,0.0,69.3477088948787,6275.0,559.0,5716.0,1.0,2.0,0,"{""assistant_processing_time"": 559.0, ""back_and_forth_count"": 1.0, ""code_lines"": 312.0, ""elapsed_time"": 6275.0, ""plan_lines"": 0.0, ""transcript_lines"": 69.3477088948787}",63.89,High,1.0,1.0,0,2026-04-24,2026-04-24,1.00,one-commit analytical invariant
95957dd6350042cf04715f42d75a708d22bd4af1,95957dd6350042cf04715f42d75a708d22bd4af1,95957dd,2026-04-24T22:45:16-07:00,2026-04-24T22:45:16-07:00,feat(applescript): add enum-based save and close scripting support,"- add Standard Suite save and close enumerations and update save command parameters in sdef
- route AppleScript save and close requests through typed FourChar enum parsing and close handlers
- close editor windows with unsaved-change bypass support and unregister stale scripting sessions
- sign UI tests for Apple Events and move AppleScript harness execution to in-process NSAppleScript
- add save and close AppleScript tests

docs(transcript): plan 26 implementation transcript

docs(guide): AppleScript testing, sandbox, entitlement, and harness guidance",feat,applescript,add enum-based save and close scripting support,False,[],"[""docs(transcript): plan 26 implementation transcript"", ""docs(guide): AppleScript testing, sandbox, entitlement, and harness guidance""]",parsed,Docs/Guides/testing-guide.md; Docs/Plans/Transcripts/transcript-2026-04-24-1-26-AddAppleScriptSupport.md; SwiftTag.xcodeproj/project.pbxproj; SwiftTag/Shared/Utilities/SwiftTagAppleScriptSupport.swift; SwiftTag/Shared/Utilities/UnsavedChangesCoordinator.swift; SwiftTag/SwiftTag.sdef; SwiftTagTests/SwiftTagAppleScriptTests.swift; SwiftTagUITests/SwiftTagUITests.entitlements; SwiftTagUITests/SwiftTagUITests.swift,9,1096,159,422,365,76,0,392,0,False,"[""26""]","[""transcript-2026-04-24-1-26-AddAppleScriptSupport""]","[""applescript"", ""save"", ""settings"", ""swifttag-document"", ""tags""]",assigned,422.0,365.0,76.0,0.0,314.65229110512126,26252.0,4188.0,22064.0,8.0,16.0,0,"{""assistant_processing_time"": 4188.0, ""back_and_forth_count"": 8.0, ""code_lines"": 422.0, ""elapsed_time"": 26252.0, ""plan_lines"": 0.0, ""transcript_lines"": 314.65229110512126}",80.77,Very High,1.0,1.0,0,2026-04-24,2026-04-24,1.00,one-commit analytical invariant
d42524c80ead7c678062531b1a7e72fe58e29d72,d42524c80ead7c678062531b1a7e72fe58e29d72,d42524c,2026-04-27T14:55:53-07:00,2026-04-27T14:55:53-07:00,project(ai-agent): add Apple Docs Scout agent for efficient docs search,feat(applescript): isolated apple event key/value lookup,project,ai-agent,add Apple Docs Scout agent for efficient docs search,False,[],"[""feat(applescript): isolated apple event key/value lookup""]",parsed,.gitignore; AGENTS.md; Docs/AppleDocsIndex/README.md; Docs/AppleDocsIndex/apple-docs-scout-agent.md; Docs/AppleDocsIndex/generate_apple_docs_index.py; SwiftTag/Features/TagEditor/TagEditorViewModel.swift; SwiftTag/Shared/Utilities/SwiftTagAppleScriptSupport.swift,7,483,111,217,0,376,0,0,0,False,[],[],"[""applescript"", ""project"", ""tags""]",assigned,217.0,0.0,376.0,0.0,0.0,,,,0.0,0.0,0,"{""assistant_processing_time"": null, ""back_and_forth_count"": 0.0, ""code_lines"": 217.0, ""elapsed_time"": null, ""plan_lines"": 0.0, ""transcript_lines"": 0.0}",21.92,Low,0.7,1.0,0,2026-04-27,2026-04-27,1.00,one-commit analytical invariant
d433bba53b6179aaaf82904aa26a22b18eba3bf0,d433bba53b6179aaaf82904aa26a22b18eba3bf0,d433bba,2026-04-27T17:18:01-07:00,2026-04-27T17:18:01-07:00,feat(editor): allow new window command from AppleScript to not activate app,Co-authored-by: Copilot <copilot@github.com>,feat,editor,allow new window command from AppleScript to not activate app,False,[],[],parsed,SwiftTag/Shared/Utilities/EditorWindowCoordinator.swift; SwiftTag/Shared/Utilities/SwiftTagAppleScriptSupport.swift; SwiftTagTests/SwiftTagAppleScriptTests.swift; SwiftTagTests/SwiftTagTests.swift,4,26,3,19,10,0,0,0,0,False,[],[],"[""applescript"", ""tags""]",assigned,19.0,10.0,0.0,0.0,0.0,,,,0.0,0.0,0,"{""assistant_processing_time"": null, ""back_and_forth_count"": 0.0, ""code_lines"": 19.0, ""elapsed_time"": null, ""plan_lines"": 0.0, ""transcript_lines"": 0.0}",10.1,Low,0.7,1.0,0,2026-04-27,2026-04-27,1.00,one-commit analytical invariant
11ba78598b25840b5e415e7410b8df4b75c964c5,11ba78598b25840b5e415e7410b8df4b75c964c5,11ba785,2026-04-28T03:11:04-07:00,2026-04-28T03:11:04-07:00,feat(applescript): expose FLAC pictures to scripts,"- add picture terminology, FLAC picture type enum, and track picture elements to SDEF
- add SwiftTagScriptPicture wrappers with picture filtering and NSData descriptors
- route scripted picture description edits through editor state and album-art refresh
- cover picture reads, description updates, album-art refresh, and UI AppleScript harness

docs(plan): update AppleScript support plan 26 and add implementation transcript",feat,applescript,expose FLAC pictures to scripts,False,[],"[""docs(plan): update AppleScript support plan 26 and add implementation transcript""]",parsed,Docs/Plans/26-AddAppleScriptSupport.md; Docs/Plans/Transcripts/transcript-2026-04-28-1-26-AddAppleScriptSupport.md; SwiftTag/ContentView.swift; SwiftTag/Features/AlbumArt/AlbumArtViewModel.swift; SwiftTag/Features/TagEditor/TagEditorViewModel.swift; SwiftTag/Shared/Utilities/SwiftTagAppleScriptSupport.swift; SwiftTag/SwiftTag.sdef; SwiftTagTests/SwiftTagAppleScriptTests.swift; SwiftTagTests/SwiftTagTests.swift; SwiftTagUITests/SwiftTagUITests.swift,10,1133,8,435,283,0,40,383,0,False,"[""26""]","[""transcript-2026-04-28-1-26-AddAppleScriptSupport""]","[""applescript"", ""picture"", ""tags""]",assigned,435.0,283.0,0.0,40.0,383.00000000000006,12231.0,5648.0,6583.0,8.0,16.0,0,"{""assistant_processing_time"": 5648.0, ""back_and_forth_count"": 8.0, ""code_lines"": 435.0, ""elapsed_time"": 12231.0, ""plan_lines"": 40.0, ""transcript_lines"": 383.00000000000006}",88.37,Very High,1.0,1.0,0,2026-04-28,2026-04-28,1.00,one-commit analytical invariant
6811df91487bd977d74d60b43af798e9970e5d69,6811df91487bd977d74d60b43af798e9970e5d69,6811df9,2026-04-28T19:20:25-07:00,2026-04-28T19:20:25-07:00,feat(applescript): import track pictures from script data,"- add `import picture` command with direct data or `with data` argument
- expose writable picture `data` and derive MIME and dimensions from image bytes
- route picture upsert and replacement through editor state with duplicate matching
- add unit and osascript UI coverage for picture import behavior

docs(transcript) Cocoa scripting findings and add AppleScript support transcript",feat,applescript,import track pictures from script data,False,[],[],parsed,Docs/Plans/26-AddAppleScriptSupport.md; Docs/Plans/Transcripts/transcript-2026-04-28-2-26-AddAppleScriptSupport.md; SwiftTag/ContentView.swift; SwiftTag/Features/TagEditor/TagEditorViewModel.swift; SwiftTag/Shared/Utilities/SwiftTagAppleScriptSupport.swift; SwiftTag/SwiftTag.sdef; SwiftTag/SwiftTagApp.swift; SwiftTagTests/SwiftTagAppleScriptTests.swift; SwiftTagUITests/SwiftTagUITests.swift,9,2175,69,1431,242,0,44,527,0,False,"[""26""]","[""transcript-2026-04-28-2-26-AddAppleScriptSupport""]","[""applescript"", ""picture"", ""tags""]",assigned,1431.0,242.0,0.0,44.0,526.9999999999999,17544.0,12495.0,5049.0,4.0,8.0,0,"{""assistant_processing_time"": 12495.0, ""back_and_forth_count"": 4.0, ""code_lines"": 1431.0, ""elapsed_time"": 17544.0, ""plan_lines"": 44.0, ""transcript_lines"": 526.9999999999999}",90.6,Very High,1.0,1.0,0,2026-04-28,2026-04-28,1.00,one-commit analytical invariant
9b05c92e3f87af186de2ebdf43ebe8f297b41572,9b05c92e3f87af186de2ebdf43ebe8f297b41572,9b05c92,2026-04-28T22:32:29-07:00,2026-04-28T22:32:29-07:00,fix(applescript): accept base64 picture import payloads,"- decode Base64 string and descriptor values when resolving picture import data
- include raw direct Apple event descriptor as picture import data candidate
- add unit and UI coverage for Foundation-loaded image data imported as Base64 text

docs(transcript): add transcript for AppleScript support debugging session",fix,applescript,accept base64 picture import payloads,False,[],"[""docs(transcript): add transcript for AppleScript support debugging session""]",parsed,Docs/Plans/Transcripts/transcript-2026-04-29-1-26-AddAppleScriptSupport.md; SwiftTag/Shared/Utilities/SwiftTagAppleScriptSupport.swift; SwiftTagTests/SwiftTagAppleScriptTests.swift; SwiftTagUITests/SwiftTagUITests.swift,4,265,5,57,86,0,0,127,0,False,"[""26""]","[""transcript-2026-04-29-1-26-AddAppleScriptSupport""]","[""applescript"", ""picture"", ""save"", ""swifttag-document"", ""tags""]",assigned,57.0,86.0,0.0,0.0,126.99999999999999,1717.0,1717.0,0.0,1.0,2.0,0,"{""assistant_processing_time"": 1717.0, ""back_and_forth_count"": 1.0, ""code_lines"": 57.0, ""elapsed_time"": 1717.0, ""plan_lines"": 0.0, ""transcript_lines"": 126.99999999999999}",53.75,High,1.0,1.0,0,2026-04-28,2026-04-28,1.00,one-commit analytical invariant
46a24e9e98968ea9d3bfa50853be92e35d857f8e,46a24e9e98968ea9d3bfa50853be92e35d857f8e,46a24e9,2026-04-29T01:54:09-07:00,2026-04-29T01:54:09-07:00,fix(applescript): expose tag IDs for key-filtered references,"- add read-only tag id terminology backed by the normalized tag key
- expose SwiftTagScriptTag id for unique ID specifier resolution
- cover first tag whose key lookup in unit and UI AppleScript tests",fix,applescript,expose tag IDs for key-filtered references,False,[],[],parsed,SwiftTag/Shared/Utilities/SwiftTagAppleScriptSupport.swift; SwiftTag/SwiftTag.sdef; SwiftTagTests/SwiftTagAppleScriptTests.swift; SwiftTagUITests/SwiftTagUITests.swift,4,114,0,8,106,0,0,0,0,False,"[""26""]","[""transcript-2026-04-29-2-26-AddAppleScriptSupport""]","[""applescript"", ""picture"", ""tags""]",assigned,8.0,106.0,0.0,0.0,62.5242718446602,37912.0,635.0,37277.0,1.0,2.0,0,"{""assistant_processing_time"": 635.0, ""back_and_forth_count"": 1.0, ""code_lines"": 8.0, ""elapsed_time"": 37912.0, ""plan_lines"": 0.0, ""transcript_lines"": 62.5242718446602}",51.49,High,1.0,1.0,0,2026-04-29,2026-04-29,1.00,one-commit analytical invariant
bbb83ef00b9fb130f94ada7293ee1f429c6bf755,bbb83ef00b9fb130f94ada7293ee1f429c6bf755,bbb83ef,2026-04-29T12:20:03-07:00,2026-04-29T12:20:03-07:00,feat(applescript): support deleting track tags,"- add SwiftTagDeleteCommand for tag object and mapped track property deletion
- mark tag elements writable in SDEF so Standard delete can target tag collections
- cover KVC tag removal, tag delete routing, and album property delete in tests",feat,applescript,support deleting track tags,False,[],[],parsed,SwiftTag/Shared/Utilities/SwiftTagAppleScriptSupport.swift; SwiftTag/SwiftTag.sdef; SwiftTagTests/SwiftTagAppleScriptTests.swift; SwiftTagUITests/SwiftTagUITests.swift,4,353,3,286,70,0,0,0,0,False,"[""26""]","[""transcript-2026-04-29-2-26-AddAppleScriptSupport""]","[""applescript"", ""picture"", ""tags""]",assigned,286.0,70.0,0.0,0.0,73.98705501618123,4035.0,689.0,3346.0,1.0,2.0,0,"{""assistant_processing_time"": 689.0, ""back_and_forth_count"": 1.0, ""code_lines"": 286.0, ""elapsed_time"": 4035.0, ""plan_lines"": 0.0, ""transcript_lines"": 73.98705501618123}",62.31,High,1.0,1.0,0,2026-04-29,2026-04-29,1.00,one-commit analytical invariant
24428a1548324e06268c9174e358e22e9559801b,24428a1548324e06268c9174e358e22e9559801b,24428a1,2026-04-29T15:10:56-07:00,2026-04-29T15:10:56-07:00,fix(applescript): support making tags from track tell contexts,"- resolve create command targets from tell-context receivers when at is omitted
- create tag wrappers from track tag collections and attach inserted tags to tracks
- expose tag specifier descriptors so make returns scriptable tag results
- add UI coverage for make new tag inside tell first track

fix(misc-tags): refresh misc tag rows after selection and reload changes

- clear misc tag row values when no tracks are selected
- reload misc tag rows after selected track reload replaces track data
- add misc value field and destructive action accessibility identifiers
- add unit and UI coverage for placeholder values and reload restoration

docs(transcripts): add AppleScript support session plan 26 and bug fix transcript",fix,applescript,support making tags from track tell contexts,False,[],"[""fix(misc-tags): refresh misc tag rows after selection and reload changes"", ""docs(transcripts): add AppleScript support session plan 26 and bug fix transcript""]",parsed,Docs/Plans/Transcripts/transcript-2026-04-29-2-26-AddAppleScriptSupport.md; SwiftTag/ContentView.swift; SwiftTag/Features/TagEditor/TagEditorMiscTagsView.swift; SwiftTag/Features/TagEditor/TagEditorViewModel.swift; SwiftTag/Shared/Utilities/SwiftTagAppleScriptSupport.swift; SwiftTagTests/SwiftTagTests.swift; SwiftTagUITests/SwiftTagUITests.swift,7,760,27,170,295,0,0,322,0,False,"[""26""]","[""transcript-2026-04-29-2-26-AddAppleScriptSupport""]","[""applescript"", ""picture"", ""swifttag-document"", ""tags""]",assigned,170.0,295.0,0.0,0.0,185.4886731391586,7656.0,2205.0,5451.0,3.0,6.0,0,"{""assistant_processing_time"": 2205.0, ""back_and_forth_count"": 3.0, ""code_lines"": 170.0, ""elapsed_time"": 7656.0, ""plan_lines"": 0.0, ""transcript_lines"": 185.4886731391586}",68.34,High,1.0,1.0,0,2026-04-29,2026-04-29,1.00,one-commit analytical invariant
ce1865558f2929bb98bcf1450a297244be3fbb06,ce1865558f2929bb98bcf1450a297244be3fbb06,ce18655,2026-04-29T22:03:37-07:00,2026-04-29T22:03:37-07:00,fix(applescript): preserve empty tag objects for keyed lookups,"- keep empty tag snapshots so whose key filters return tag objects
- return missing value for empty tag values
- read album and albumArtist from raw tags instead of Track convenience fields
- sync album fields into raw tags when edited through selected track binding
- add unit and UI harness coverage for empty ALBUM lookups after UI clear",fix,applescript,preserve empty tag objects for keyed lookups,False,[],[],parsed,SwiftTag/Features/TagEditor/TagEditorViewModel.swift; SwiftTag/Shared/Utilities/SwiftTagAppleScriptSupport.swift; SwiftTagTests/SwiftTagAppleScriptTests.swift; SwiftTagUITests/SwiftTagUITests.swift,4,272,47,65,254,0,0,0,0,False,"[""26"", ""27""]","[""transcript-2026-04-30-1-26-AddAppleScriptSupport""]","[""applescript"", ""picture"", ""tags""]",assigned,65.0,254.0,0.0,0.0,281.8064516129032,25298.0,1745.0,23553.0,7.0,14.0,0,"{""assistant_processing_time"": 1745.0, ""back_and_forth_count"": 7.0, ""code_lines"": 65.0, ""elapsed_time"": 25298.0, ""plan_lines"": 0.0, ""transcript_lines"": 281.8064516129032}",68.27,High,1.0,1.0,0,2026-04-29,2026-04-29,1.00,one-commit analytical invariant
987ade16137d70327f87ab16fcf3fc874681eba4,987ade16137d70327f87ab16fcf3fc874681eba4,987ade1,2026-04-30T01:57:32-07:00,2026-04-30T01:57:32-07:00,fix(tags): use tag storage for shared track fields,"- replace stored album, album artist, and total tracks values with tag-backed accessors
- canonicalize in-memory total track updates to TOTALTRACKS while reading TRACKTOTAL
- route AppleScript property and tag element mutations through shared tag storage
- preserve empty scripted tag values and clear property reads after tag deletion
- add model, ViewModel, AppleScript, and document regression coverage

docs(plan) add track tags refactor plan and transcript documentation",fix,tags,use tag storage for shared track fields,False,[],[],parsed,Docs/Plans/27-TrackTagsRefactor.md; Docs/Plans/Transcripts/transcript-2026-04-30-1-26-AddAppleScriptSupport.md; SwiftTag/Features/TagEditor/TagEditorViewModel.swift; SwiftTag/Shared/Models/Track.swift; SwiftTag/Shared/Utilities/SwiftTagAppleScriptSupport.swift; SwiftTagTests/SwiftTagAppleScriptTests.swift; SwiftTagTests/SwiftTagTests.swift; SwiftTagUITests/SwiftTagUITests.swift,8,937,38,158,121,0,280,416,0,False,"[""26"", ""27""]","[""transcript-2026-04-30-1-26-AddAppleScriptSupport""]","[""applescript"", ""picture"", ""swifttag-document"", ""tags""]",assigned,158.0,121.0,0.0,280.0,134.19354838709677,3266.0,1069.0,2197.0,3.0,6.0,0,"{""assistant_processing_time"": 1069.0, ""back_and_forth_count"": 3.0, ""code_lines"": 158.0, ""elapsed_time"": 3266.0, ""plan_lines"": 280.0, ""transcript_lines"": 134.19354838709677}",71.35,High,1.0,1.0,0,2026-04-30,2026-04-30,1.00,one-commit analytical invariant
c6c7c445aae308a598d41e9f839c9bfd0e495e88,c6c7c445aae308a598d41e9f839c9bfd0e495e88,c6c7c44,2026-04-30T02:43:12-07:00,2026-04-30T02:43:12-07:00,project(tests): reorganize UI tests into more clear and isolatable groups,,project,tests,reorganize UI tests into more clear and isolatable groups,False,[],[],parsed,SwiftTagUITests/SwiftTagUITestSuites.swift; SwiftTagUITests/SwiftTagUITests.swift,2,389,62,0,451,0,0,0,0,False,[],[],"[""project"", ""tags""]",assigned,0.0,451.0,0.0,0.0,0.0,,,,0.0,0.0,0,"{""assistant_processing_time"": null, ""back_and_forth_count"": 0.0, ""code_lines"": 0.0, ""elapsed_time"": null, ""plan_lines"": 0.0, ""transcript_lines"": 0.0}",0.0,Low,0.7,1.0,0,2026-04-30,2026-04-30,1.00,one-commit analytical invariant
83b8764ca1faecb6f984a4cf8703eaad75501f8a,83b8764ca1faecb6f984a4cf8703eaad75501f8a,83b8764,2026-04-30T15:21:22-07:00,2026-04-30T15:21:22-07:00,feat(applescript): add picture delete support,"- route delete commands for picture objects and picture specifiers through session bridge
- remove picture records from tag editor and refresh album art context after deletion
- add AppleScript unit coverage and UI harness check for empty image well after delete

docs(transcript): add plan 26 picture delete support transcript",feat,applescript,add picture delete support,False,[],"[""docs(transcript): add plan 26 picture delete support transcript""]",parsed,Docs/Plans/Transcripts/transcript-2026-04-30-2-26-AddAppleScriptSupport.md; SwiftTag/ContentView.swift; SwiftTag/Features/AlbumArt/AlbumArtSheetView.swift; SwiftTag/Features/TagEditor/TagEditorViewModel.swift; SwiftTag/Shared/Utilities/SwiftTagAppleScriptSupport.swift; SwiftTagTests/SwiftTagAppleScriptTests.swift; SwiftTagUITests/SwiftTagUITestSuites.swift; SwiftTagUITests/SwiftTagUITests.swift,8,614,2,296,181,0,0,139,0,False,"[""26""]","[""transcript-2026-04-30-2-26-AddAppleScriptSupport""]","[""applescript"", ""picture"", ""swifttag-document"", ""tags""]",assigned,296.0,181.0,0.0,0.0,139.0,9228.0,1534.0,7694.0,2.0,4.0,0,"{""assistant_processing_time"": 1534.0, ""back_and_forth_count"": 2.0, ""code_lines"": 296.0, ""elapsed_time"": 9228.0, ""plan_lines"": 0.0, ""transcript_lines"": 139.0}",70.0,High,1.0,1.0,0,2026-04-30,2026-04-30,1.00,one-commit analytical invariant
17b6c1045af4a5e5e2c465dded80f53ff5695df5,17b6c1045af4a5e5e2c465dded80f53ff5695df5,17b6c10,2026-05-01T12:26:29-07:00,2026-05-01T12:26:29-07:00,feat(applescript): expose settings preferences,"- add application terminology for save, tag write, notification, theme, and diff settings
- add KVC settings bridge through UserDefaults and enum Apple event codes
- add RGBA color object support with component write-back
- add unit and UI AppleScript coverage for settings read/write behavior",feat,applescript,expose settings preferences,False,[],[],parsed,SwiftTag/Shared/Utilities/SwiftTagAppleScriptSupport.swift; SwiftTag/SwiftTag.sdef; SwiftTagTests/SwiftTagAppleScriptTests.swift; SwiftTagUITests/SwiftTagUITestSuites.swift; SwiftTagUITests/SwiftTagUITests.swift,5,1056,5,877,184,0,0,0,0,False,"[""26""]","[""transcript-2026-05-01-1-26-AddAppleScriptSupport""]","[""applescript"", ""diff"", ""picture"", ""save"", ""settings"", ""tags""]",assigned,877.0,184.0,0.0,0.0,184.96797153024912,3373.0,1990.0,1383.0,1.0,2.0,0,"{""assistant_processing_time"": 1990.0, ""back_and_forth_count"": 1.0, ""code_lines"": 877.0, ""elapsed_time"": 3373.0, ""plan_lines"": 0.0, ""transcript_lines"": 184.96797153024912}",70.58,High,1.0,1.0,0,2026-05-01,2026-05-01,1.00,one-commit analytical invariant
1b08404c005806083a5443603d98c10c5510ee70,1b08404c005806083a5443603d98c10c5510ee70,1b08404,2026-05-02T10:52:51-07:00,2026-05-02T10:52:51-07:00,feat(applescript): model color settings as records,"- change color terminology from script class to record-type
- return color settings as NSDictionary records and accept Apple event record descriptors
- update color settings tests to validate RGBA record round trips
- rename track/disc total mismatch color scripting key to match settings name

docs(plans): add AppleScript support implementation transcript",feat,applescript,model color settings as records,False,[],"[""docs(plans): add AppleScript support implementation transcript""]",parsed,Docs/Plans/Transcripts/transcript-2026-05-01-1-26-AddAppleScriptSupport.md; SwiftTag/Shared/Utilities/SwiftTagAppleScriptSupport.swift; SwiftTag/SwiftTag.sdef; SwiftTagTests/SwiftTagAppleScriptTests.swift,4,360,61,84,45,0,0,292,0,False,"[""26""]","[""transcript-2026-05-01-1-26-AddAppleScriptSupport""]","[""applescript"", ""diff"", ""settings"", ""tags""]",assigned,84.0,45.0,0.0,0.0,107.03202846975088,3722.0,1089.0,2633.0,2.0,4.0,0,"{""assistant_processing_time"": 1089.0, ""back_and_forth_count"": 2.0, ""code_lines"": 84.0, ""elapsed_time"": 3722.0, ""plan_lines"": 0.0, ""transcript_lines"": 107.03202846975088}",57.12,High,1.0,1.0,0,2026-05-02,2026-05-02,1.00,one-commit analytical invariant
063c138d4ad746588a85c0be70cc1c5c75854e87,063c138d4ad746588a85c0be70cc1c5c75854e87,063c138,2026-05-02T12:20:10-07:00,2026-05-02T13:12:00-07:00,feat(applescript): expose diff tools settings,"- add SwiftTag Suite application properties for Diff Tools formatting toggles
- map new AppleScript properties to UserDefaults-backed feedback settings
- assert AppleScript read/write behavior in unit and UI harness coverage
- add Diff Tools toggle accessibility values for UI assertions

docs: add transcript for AppleScript support feature branch",feat,applescript,expose diff tools settings,False,[],"[""docs: add transcript for AppleScript support feature branch""]",parsed,Docs/Plans/Transcripts/transcript-2026-05-02-1-26-AddAppleScriptSupport.md; SwiftTag/Features/Settings/DiffToolsView.swift; SwiftTag/Shared/Utilities/SwiftTagAppleScriptSupport.swift; SwiftTag/SwiftTag.sdef; SwiftTagTests/SwiftTagAppleScriptTests.swift; SwiftTagUITests/SwiftTagUITests.swift,6,257,3,97,71,0,0,92,0,False,"[""26""]","[""transcript-2026-05-02-1-26-AddAppleScriptSupport""]","[""applescript"", ""diff"", ""picture"", ""save"", ""settings"", ""tags""]",assigned,97.0,71.0,0.0,0.0,92.0,589.0,589.0,0.0,1.0,2.0,0,"{""assistant_processing_time"": 589.0, ""back_and_forth_count"": 1.0, ""code_lines"": 97.0, ""elapsed_time"": 589.0, ""plan_lines"": 0.0, ""transcript_lines"": 92.0}",51.85,High,1.0,1.0,0,2026-05-02,2026-05-02,1.00,one-commit analytical invariant
