plan_id,display_title,numeric_order,version_count,source_plan_ids,source_paths,current_source_id,current_source_path,current_source_line_count,creation_commit_id,revision_commit_ids,implementation_commit_ids,transcript_archive_commit_ids,associated_commit_ids,associated_transcript_ids,parent_theme_ids,revision_additions,revision_deletions,direct_plan_lines,direct_transcript_lines,implementation_transcript_lines,implementation_code_lines,implementation_test_lines,implementation_documentation_lines,direct_visible_elapsed_seconds,implementation_visible_elapsed_seconds,total_visible_conversation_elapsed_seconds,total_assistant_processing_seconds,total_user_response_seconds,back_and_forth_count,difficulty_inputs,difficulty_score,difficulty_label,difficulty_weight_coverage,first_evidence_date,last_evidence_date,confidence_score,warning_count
22,Add Referenced SwiftTag Document Track-List Save Offer Plan,22,1,"[""22-AddSwiftTagDocumentSaveOptions""]","[""Docs/Plans/22-AddSwiftTagDocumentSaveOptions.md""]",22-AddSwiftTagDocumentSaveOptions,Docs/Plans/22-AddSwiftTagDocumentSaveOptions.md,239,27b4d85ec22c4165acb415ef3929bd10d4c35202,"[""603c07621916ecd47e1a9faee08d8c32cd6eebdf"", ""4e470f0885282d2dfa9bcfc38252ea229589132c""]","[""4e470f0885282d2dfa9bcfc38252ea229589132c""]","[""27b4d85ec22c4165acb415ef3929bd10d4c35202"", ""603c07621916ecd47e1a9faee08d8c32cd6eebdf"", ""4e470f0885282d2dfa9bcfc38252ea229589132c""]","[""27b4d85ec22c4165acb415ef3929bd10d4c35202"", ""4e470f0885282d2dfa9bcfc38252ea229589132c"", ""603c07621916ecd47e1a9faee08d8c32cd6eebdf""]","[""transcript-2026-04-07-3-19-AddSwiftTagDocumentSaveOptions"", ""transcript-2026-04-08-1-20-AddSwiftTagDocumentSaveOptions"", ""transcript-2026-04-10-2-22-AddSwiftTagDocumentSaveOptions""]","[""save"", ""swifttag-document"", ""tags""]",789,0,239,56.588235294117645,91.41176470588235,315.0,423.0,0.0,912.0,3400.0,4312.0,2771.0,1541.0,3.0,"{""assistant_processing_time"": 2771.0, ""back_and_forth_count"": 3.0, ""code_lines"": 315.0, ""elapsed_time"": 4312.0, ""plan_lines"": 239, ""transcript_lines"": 148.0}",35.15,Moderate,1.0,2026-04-07,2026-04-10,1.0,0
23,Add SwiftTag Document Quick Look Preview Extension Plan,23,1,"[""23-AddSwiftTagDocumentQuickLook""]","[""Docs/Plans/23-AddSwiftTagDocumentQuickLook.md""]",23-AddSwiftTagDocumentQuickLook,Docs/Plans/23-AddSwiftTagDocumentQuickLook.md,256,f195e03db1cd290792f99f8b880bb69995e28921,[],"[""f195e03db1cd290792f99f8b880bb69995e28921""]","[""f195e03db1cd290792f99f8b880bb69995e28921""]","[""f195e03db1cd290792f99f8b880bb69995e28921""]","[""transcript-2026-04-11-1-23-AddSwiftTagDocumentQuickLook""]","[""swifttag-document"", ""tags""]",256,0,256,71.0,213.00000000000003,2337.0,276.0,0.0,50776.0,14905.0,65681.0,9070.0,56611.0,5.0,"{""assistant_processing_time"": 9070.0, ""back_and_forth_count"": 5.0, ""code_lines"": 2337.0, ""elapsed_time"": 65681.0, ""plan_lines"": 256, ""transcript_lines"": 284.0}",71.82,High,1.0,2026-04-11,2026-04-11,1.0,0
24,Add Track Duration Info Plan,24,1,"[""24-AddTrackDurationInfo""]","[""Docs/Plans/24-AddTrackDurationInfo.md""]",24-AddTrackDurationInfo,Docs/Plans/24-AddTrackDurationInfo.md,264,b70f6625e06280784004190bcabafe04c96086d3,[],"[""b70f6625e06280784004190bcabafe04c96086d3""]","[""b70f6625e06280784004190bcabafe04c96086d3""]","[""b70f6625e06280784004190bcabafe04c96086d3""]","[""transcript-2026-04-12-1-24-AddTrackDurationInfo""]",[],264,0,264,177.070351758794,33.92964824120603,240.0,337.0,0.0,16950.0,907.0,17857.0,2173.0,15684.0,5.0,"{""assistant_processing_time"": 2173.0, ""back_and_forth_count"": 5.0, ""code_lines"": 240.0, ""elapsed_time"": 17857.0, ""plan_lines"": 264, ""transcript_lines"": 211.00000000000003}",38.03,Moderate,1.0,2026-04-12,2026-04-12,1.0,0
25,Add Picture Description Edit Plan,25,1,"[""25-AddPictureDescriptionEdit""]","[""Docs/Plans/25-AddPictureDescriptionEdit.md""]",25-AddPictureDescriptionEdit,Docs/Plans/25-AddPictureDescriptionEdit.md,223,36c5b18642e6568ca15e897dcae9132a6907e9db,[],"[""352ff8c562657dc7ed4c0171d4448bdda0bec559"", ""36c5b18642e6568ca15e897dcae9132a6907e9db"", ""4a07659704ab091a117b882a027635c12af8294c"", ""f23c8a089f6d5549a597e0635ff808b203a25766""]","[""4a07659704ab091a117b882a027635c12af8294c""]","[""352ff8c562657dc7ed4c0171d4448bdda0bec559"", ""36c5b18642e6568ca15e897dcae9132a6907e9db"", ""4a07659704ab091a117b882a027635c12af8294c"", ""f23c8a089f6d5549a597e0635ff808b203a25766""]","[""transcript-2026-04-14-1-25-AddPictureDescriptionEdit"", ""transcript-2026-04-16-1-InternalExternalDiffUpdateFix"", ""transcript-2026-04-17-1-InternalExternalDiffDocUpdateFix""]","[""applescript"", ""picture""]",223,0,223,69.79340659340659,778.7181141439205,738.0,1464.0,0.0,5918.0,97394.0,103312.0,19567.0,83745.0,19.0,"{""assistant_processing_time"": 19567.0, ""back_and_forth_count"": 19.0, ""code_lines"": 738.0, ""elapsed_time"": 103312.0, ""plan_lines"": 223, ""transcript_lines"": 848.5115207373271}",75.45,Very High,1.0,2026-04-14,2026-04-17,1.0,0
26,Add AppleScript Support Plan,26,1,"[""26-AddAppleScriptSupport""]","[""Docs/Plans/26-AddAppleScriptSupport.md""]",26-AddAppleScriptSupport,Docs/Plans/26-AddAppleScriptSupport.md,330,192eaacabaecbe09ee3ee59d935f0d3ab2d86a02,"[""0c2d38575541a8dada750da08698d78e75a4d3f0"", ""d65459355d32c58116293e4f6cce8a759b6d67f5"", ""546e43d639eb9d7eceb46aa966b8a592b187b12c"", ""11ba78598b25840b5e415e7410b8df4b75c964c5"", ""6811df91487bd977d74d60b43af798e9970e5d69"", ""8053109fcb999ee4c2f8a060048b83dbfe4eed81""]","[""063c138d4ad746588a85c0be70cc1c5c75854e87"", ""0c2d38575541a8dada750da08698d78e75a4d3f0"", ""11ba78598b25840b5e415e7410b8df4b75c964c5"", ""17b6c1045af4a5e5e2c465dded80f53ff5695df5"", ""1b08404c005806083a5443603d98c10c5510ee70"", ""2298c43c00492de67ad920a395d3ec7a8c8fb722"", ""24428a1548324e06268c9174e358e22e9559801b"", ""25fde2c3d0c01acd97eb967b5903f6336c57b6ae"", ""2976159836a41160b0a462b26c952968c19a7923"", ""2e24923ec49954fa4d4b17f56f3d26c10265a51b"", ""3fd6771aa6fbbc5afe81722f5d39ce0c171019cd"", ""43b64835145b64f3346d6298de67754019b36df8"", ""46a24e9e98968ea9d3bfa50853be92e35d857f8e"", ""546e43d639eb9d7eceb46aa966b8a592b187b12c"", ""6811df91487bd977d74d60b43af798e9970e5d69"", ""7602f5d2dbef63b01a09845e5f322ad810ce7431"", ""777706cf1432bcd9bbd0ff1d145469d038b76fd3"", ""77e0dc1182db2bdd7d3a4d09b5c1a7b3b912191b"", ""7c15f6097d77ab2db98c6795b04474308f770536"", ""8053109fcb999ee4c2f8a060048b83dbfe4eed81"", ""82db5cd7599e76c1f0c6e8dda5f420865e32f4e7"", ""83b8764ca1faecb6f984a4cf8703eaad75501f8a"", ""859a8f570b718d332f3f3814fc621280ae0f077e"", ""94c83a7fe23cb17431994dd0f02d5f38c321630b"", ""95957dd6350042cf04715f42d75a708d22bd4af1"", ""9b05c92e3f87af186de2ebdf43ebe8f297b41572"", ""bbb83ef00b9fb130f94ada7293ee1f429c6bf755"", ""bee209c217c6b5fa2c4eaddbddcab99101ee589a"", ""c02d65544f4b09ec7b1fa8ca3e5e15204fdd1795"", ""c2b2356f0f3b1143f444b6e8120567b343d729cc"", ""ce1865558f2929bb98bcf1450a297244be3fbb06"", ""d65459355d32c58116293e4f6cce8a759b6d67f5"", ""d928e3bb438c8fa266b8700f3d4b2709c72bd7ee"", ""f19906905ecd5db8ea9d65fc0a6d80dbd0f798cb"", ""fc120558109cc0d36c1bee5ae25bce69d4702311"", ""192eaacabaecbe09ee3ee59d935f0d3ab2d86a02"", ""5866685bcbe463804d3efa4fb258029bf961207a"", ""987ade16137d70327f87ab16fcf3fc874681eba4"", ""14a623cc7cae72b22210b2f44a8b8a9d3f09e85f"", ""44df34502dee4a2af0a264dfe0047ff8e82be4ab"", ""50b8fd902d32fca1ed43570b89b6e097dd4e9fae"", ""5cf9b48f0411fadf42905537294e7db841c6a628"", ""893289b52cf06c6f3c02548f549ebc68e4281380"", ""969d6592c5cd201b256d15e2453193b8064126f1""]","[""777706cf1432bcd9bbd0ff1d145469d038b76fd3"", ""bee209c217c6b5fa2c4eaddbddcab99101ee589a"", ""0c2d38575541a8dada750da08698d78e75a4d3f0"", ""2298c43c00492de67ad920a395d3ec7a8c8fb722"", ""d65459355d32c58116293e4f6cce8a759b6d67f5"", ""546e43d639eb9d7eceb46aa966b8a592b187b12c"", ""95957dd6350042cf04715f42d75a708d22bd4af1"", ""11ba78598b25840b5e415e7410b8df4b75c964c5"", ""6811df91487bd977d74d60b43af798e9970e5d69"", ""9b05c92e3f87af186de2ebdf43ebe8f297b41572"", ""24428a1548324e06268c9174e358e22e9559801b"", ""987ade16137d70327f87ab16fcf3fc874681eba4"", ""83b8764ca1faecb6f984a4cf8703eaad75501f8a"", ""1b08404c005806083a5443603d98c10c5510ee70"", ""063c138d4ad746588a85c0be70cc1c5c75854e87"", ""7c15f6097d77ab2db98c6795b04474308f770536"", ""d928e3bb438c8fa266b8700f3d4b2709c72bd7ee"", ""3fd6771aa6fbbc5afe81722f5d39ce0c171019cd"", ""43b64835145b64f3346d6298de67754019b36df8"", ""77e0dc1182db2bdd7d3a4d09b5c1a7b3b912191b"", ""2976159836a41160b0a462b26c952968c19a7923"", ""8053109fcb999ee4c2f8a060048b83dbfe4eed81""]","[""063c138d4ad746588a85c0be70cc1c5c75854e87"", ""0c2d38575541a8dada750da08698d78e75a4d3f0"", ""11ba78598b25840b5e415e7410b8df4b75c964c5"", ""14a623cc7cae72b22210b2f44a8b8a9d3f09e85f"", ""17b6c1045af4a5e5e2c465dded80f53ff5695df5"", ""192eaacabaecbe09ee3ee59d935f0d3ab2d86a02"", ""1b08404c005806083a5443603d98c10c5510ee70"", ""2298c43c00492de67ad920a395d3ec7a8c8fb722"", ""24428a1548324e06268c9174e358e22e9559801b"", ""25fde2c3d0c01acd97eb967b5903f6336c57b6ae"", ""2976159836a41160b0a462b26c952968c19a7923"", ""2e24923ec49954fa4d4b17f56f3d26c10265a51b"", ""3fd6771aa6fbbc5afe81722f5d39ce0c171019cd"", ""43b64835145b64f3346d6298de67754019b36df8"", ""44df34502dee4a2af0a264dfe0047ff8e82be4ab"", ""46a24e9e98968ea9d3bfa50853be92e35d857f8e"", ""50b8fd902d32fca1ed43570b89b6e097dd4e9fae"", ""546e43d639eb9d7eceb46aa966b8a592b187b12c"", ""5866685bcbe463804d3efa4fb258029bf961207a"", ""5cf9b48f0411fadf42905537294e7db841c6a628"", ""6811df91487bd977d74d60b43af798e9970e5d69"", ""7602f5d2dbef63b01a09845e5f322ad810ce7431"", ""777706cf1432bcd9bbd0ff1d145469d038b76fd3"", ""77e0dc1182db2bdd7d3a4d09b5c1a7b3b912191b"", ""7c15f6097d77ab2db98c6795b04474308f770536"", ""8053109fcb999ee4c2f8a060048b83dbfe4eed81"", ""82db5cd7599e76c1f0c6e8dda5f420865e32f4e7"", ""83b8764ca1faecb6f984a4cf8703eaad75501f8a"", ""859a8f570b718d332f3f3814fc621280ae0f077e"", ""893289b52cf06c6f3c02548f549ebc68e4281380"", ""94c83a7fe23cb17431994dd0f02d5f38c321630b"", ""95957dd6350042cf04715f42d75a708d22bd4af1"", ""969d6592c5cd201b256d15e2453193b8064126f1"", ""987ade16137d70327f87ab16fcf3fc874681eba4"", ""9b05c92e3f87af186de2ebdf43ebe8f297b41572"", ""bbb83ef00b9fb130f94ada7293ee1f429c6bf755"", ""bee209c217c6b5fa2c4eaddbddcab99101ee589a"", ""c02d65544f4b09ec7b1fa8ca3e5e15204fdd1795"", ""c2b2356f0f3b1143f444b6e8120567b343d729cc"", ""ce1865558f2929bb98bcf1450a297244be3fbb06"", ""d65459355d32c58116293e4f6cce8a759b6d67f5"", ""d928e3bb438c8fa266b8700f3d4b2709c72bd7ee"", ""f19906905ecd5db8ea9d65fc0a6d80dbd0f798cb"", ""fc120558109cc0d36c1bee5ae25bce69d4702311""]","[""transcript-2026-04-18-1-26-AddAppleScriptSupport"", ""transcript-2026-04-20-1-26-AddAppleScriptSupport"", ""transcript-2026-04-21-1-26-AddAppleScriptSupport"", ""transcript-2026-04-22-1-26-AddAppleScriptSupport"", ""transcript-2026-04-22-2-26-AddAppleScriptSupport"", ""transcript-2026-04-23-1-26-AddAppleScriptSupport"", ""transcript-2026-04-23-2-26-AddAppleScriptSupport"", ""transcript-2026-04-24-1-26-AddAppleScriptSupport"", ""transcript-2026-04-28-1-26-AddAppleScriptSupport"", ""transcript-2026-04-28-2-26-AddAppleScriptSupport"", ""transcript-2026-04-29-1-26-AddAppleScriptSupport"", ""transcript-2026-04-29-2-26-AddAppleScriptSupport"", ""transcript-2026-04-30-1-26-AddAppleScriptSupport"", ""transcript-2026-04-30-2-26-AddAppleScriptSupport"", ""transcript-2026-05-01-1-26-AddAppleScriptSupport"", ""transcript-2026-05-02-1-26-AddAppleScriptSupport"", ""transcript-2026-05-02-2-26-AddAppleScriptSupport"", ""transcript-2026-05-03-1-26-AddAppleScriptSupport"", ""transcript-2026-05-03-2-26-AddAppleScriptSupport"", ""transcript-2026-05-04-1-26-AddAppleScriptSupport"", ""transcript-2026-05-07-1-26-AddAppleScriptSupport"", ""transcript-2026-05-10-1-26-AddAppleScriptSupport"", ""transcript-2026-05-18-1-28-AddSwiftTagUseDocumentation"", ""transcript-2026-05-20-1-MakePictureFix""]","[""applescript""]",377,47,330,210.6341463414634,5300.670147112328,10611.0,5737.5,1975.5,105544.0,553458.0,659002.0,64725.0,594277.0,84.0,"{""assistant_processing_time"": 64725.0, ""back_and_forth_count"": 84.0, ""code_lines"": 10611.0, ""elapsed_time"": 659002.0, ""plan_lines"": 330, ""transcript_lines"": 5511.304293453792}",98.18,Very High,1.0,2026-04-18,2026-05-20,1.0,0
27,Track Tags Refactor Plan,27,1,"[""27-TrackTagsRefactor""]","[""Docs/Plans/27-TrackTagsRefactor.md""]",27-TrackTagsRefactor,Docs/Plans/27-TrackTagsRefactor.md,280,987ade16137d70327f87ab16fcf3fc874681eba4,[],"[""987ade16137d70327f87ab16fcf3fc874681eba4"", ""ce1865558f2929bb98bcf1450a297244be3fbb06""]","[""987ade16137d70327f87ab16fcf3fc874681eba4""]","[""987ade16137d70327f87ab16fcf3fc874681eba4"", ""ce1865558f2929bb98bcf1450a297244be3fbb06""]","[""transcript-2026-04-30-1-26-AddAppleScriptSupport""]","[""tags""]",280,0,280,69.16129032258064,65.03225806451613,111.5,187.5,0.0,2650.0,616.0,3266.0,1069.0,2197.0,3.0,"{""assistant_processing_time"": 1069.0, ""back_and_forth_count"": 3.0, ""code_lines"": 111.5, ""elapsed_time"": 3266.0, ""plan_lines"": 280, ""transcript_lines"": 134.19354838709677}",22.58,Low,1.0,2026-04-29,2026-04-30,1.0,0
28,Add SwiftTag Use Documentation Plan,28,1,"[""28-AddSwiftTagUseDocumentation""]","[""Docs/Plans/28-AddSwiftTagUseDocumentation.md""]",28-AddSwiftTagUseDocumentation,Docs/Plans/28-AddSwiftTagUseDocumentation.md,683,452263137775f01b3d4877c28d37aad4dce7884d,"[""8053109fcb999ee4c2f8a060048b83dbfe4eed81"", ""a3d4895796afa545efc1d3c39379220da2c616f3"", ""7a19911399e2e3a8b7ff2d239319a658e793346c"", ""477665910577c41766377204a1abfc8cc7f0dd6d""]","[""11e4877420c3dc760f9be803b2734ea34a2031e0"", ""14a623cc7cae72b22210b2f44a8b8a9d3f09e85f"", ""32babc084a6572ee51a860f636b385d6870c2b90"", ""44df34502dee4a2af0a264dfe0047ff8e82be4ab"", ""452263137775f01b3d4877c28d37aad4dce7884d"", ""50b8fd902d32fca1ed43570b89b6e097dd4e9fae"", ""5c2ab0a3ba722d5fdc139615b6eb55902237162d"", ""5cf9b48f0411fadf42905537294e7db841c6a628"", ""604d139ad72b08a404092b8812a0130678f53984"", ""893289b52cf06c6f3c02548f549ebc68e4281380"", ""9273900261be4959eb466c7c8dd5bce9283d6da8"", ""969d6592c5cd201b256d15e2453193b8064126f1"", ""c1df562489d39bf6608f3053706fc038844b482c"", ""e096ded126a62938d4627bd1205b32a0e30c77b0"", ""f156647a0d461ef4ed0ad7411cf1f1a4da51b3d4"", ""fdfa298ddbbdc77c6301d6f700b3f922d82f9d27"", ""c2b2356f0f3b1143f444b6e8120567b343d729cc""]","[""452263137775f01b3d4877c28d37aad4dce7884d"", ""11e4877420c3dc760f9be803b2734ea34a2031e0"", ""893289b52cf06c6f3c02548f549ebc68e4281380"", ""e534c8366925af29f7c8f9ab67a908c5d6941650""]","[""11e4877420c3dc760f9be803b2734ea34a2031e0"", ""14a623cc7cae72b22210b2f44a8b8a9d3f09e85f"", ""32babc084a6572ee51a860f636b385d6870c2b90"", ""44df34502dee4a2af0a264dfe0047ff8e82be4ab"", ""452263137775f01b3d4877c28d37aad4dce7884d"", ""477665910577c41766377204a1abfc8cc7f0dd6d"", ""50b8fd902d32fca1ed43570b89b6e097dd4e9fae"", ""5c2ab0a3ba722d5fdc139615b6eb55902237162d"", ""5cf9b48f0411fadf42905537294e7db841c6a628"", ""604d139ad72b08a404092b8812a0130678f53984"", ""7a19911399e2e3a8b7ff2d239319a658e793346c"", ""8053109fcb999ee4c2f8a060048b83dbfe4eed81"", ""893289b52cf06c6f3c02548f549ebc68e4281380"", ""9273900261be4959eb466c7c8dd5bce9283d6da8"", ""969d6592c5cd201b256d15e2453193b8064126f1"", ""a3d4895796afa545efc1d3c39379220da2c616f3"", ""c1df562489d39bf6608f3053706fc038844b482c"", ""c2b2356f0f3b1143f444b6e8120567b343d729cc"", ""e096ded126a62938d4627bd1205b32a0e30c77b0"", ""f156647a0d461ef4ed0ad7411cf1f1a4da51b3d4"", ""fdfa298ddbbdc77c6301d6f700b3f922d82f9d27""]","[""transcript-2026-05-12-1-28-AddSwiftTagUseDocumentation"", ""transcript-2026-05-13-1-28-AddSwiftTagUseDocumentation"", ""transcript-2026-05-18-1-28-AddSwiftTagUseDocumentation"", ""transcript-2026-05-20-2-28-AddSwiftTagUseDocumentation""]","[""swifttag-document"", ""tags"", ""user-docs""]",695,12,683,39.63636363636363,613.553820412716,31.5,16.0,4978.5,84284.0,249822.0,334106.0,4059.0,330047.0,25.0,"{""assistant_processing_time"": 4059.0, ""back_and_forth_count"": 25.0, ""code_lines"": 31.5, ""elapsed_time"": 334106.0, ""plan_lines"": 683, ""transcript_lines"": 653.1901840490797}",62.27,High,1.0,2026-05-12,2026-05-25,1.0,0
29,Add Sandbox Path Settings Plan,29,1,"[""29-AddSandboxSettings""]","[""Docs/Plans/29-AddSandboxSettings.md""]",29-AddSandboxSettings,Docs/Plans/29-AddSandboxSettings.md,610,82c43c94fe7392a5e5551ef1a311c150006ab0f3,[],"[""82c43c94fe7392a5e5551ef1a311c150006ab0f3""]","[""82c43c94fe7392a5e5551ef1a311c150006ab0f3""]","[""82c43c94fe7392a5e5551ef1a311c150006ab0f3""]","[""transcript-2026-05-15-1-29-AddSandboxSettings""]","[""settings""]",610,0,610,72.02631578947367,165.9736842105263,733.0,302.0,0.0,79290.0,8563.0,87853.0,2176.0,85677.0,6.0,"{""assistant_processing_time"": 2176.0, ""back_and_forth_count"": 6.0, ""code_lines"": 733.0, ""elapsed_time"": 87853.0, ""plan_lines"": 610, ""transcript_lines"": 237.99999999999997}",62.12,High,1.0,2026-05-15,2026-05-16,1.0,0
30,Auto Update Track Total By Disc Plan,30,1,"[""30-AutoUpdateTrackTotalByDisc""]","[""Docs/Plans/30-AutoUpdateTrackTotalByDisc.md""]",30-AutoUpdateTrackTotalByDisc,Docs/Plans/30-AutoUpdateTrackTotalByDisc.md,502,d2843d58d7c77e0470d1b467eacf8a956665e2c9,[],"[""d2843d58d7c77e0470d1b467eacf8a956665e2c9""]","[""d2843d58d7c77e0470d1b467eacf8a956665e2c9""]","[""d2843d58d7c77e0470d1b467eacf8a956665e2c9""]","[""transcript-2026-06-15-1-30-AutoUpdateTrackTotalByDisc""]","[""settings"", ""tags""]",502,0,502,117.12408759124088,166.87591240875912,290.0,224.0,23.0,2204.0,3692.0,5896.0,1401.0,4495.0,6.0,"{""assistant_processing_time"": 1401.0, ""back_and_forth_count"": 6.0, ""code_lines"": 290.0, ""elapsed_time"": 5896.0, ""plan_lines"": 502, ""transcript_lines"": 284.0}",46.36,Moderate,1.0,2026-06-15,2026-06-15,1.0,0
31,Set Track Numbers And Sort Tracks Plan,31,1,"[""31-SetTrackNumbersAndSortTracks""]","[""Docs/Plans/31-SetTrackNumbersAndSortTracks.md""]",31-SetTrackNumbersAndSortTracks,Docs/Plans/31-SetTrackNumbersAndSortTracks.md,446,7228297fdfbf05a87af30e5330fdcdd1e908dd84,[],"[""7228297fdfbf05a87af30e5330fdcdd1e908dd84""]","[""7228297fdfbf05a87af30e5330fdcdd1e908dd84""]","[""7228297fdfbf05a87af30e5330fdcdd1e908dd84""]","[""transcript-2026-06-16-1-31-AddTrackSortAndNumbering""]","[""tags""]",446,0,446,103.3612334801762,133.63876651982378,453.0,447.0,83.0,48886.0,30868.0,79754.0,1959.0,77795.0,4.0,"{""assistant_processing_time"": 1959.0, ""back_and_forth_count"": 4.0, ""code_lines"": 453.0, ""elapsed_time"": 79754.0, ""plan_lines"": 446, ""transcript_lines"": 236.99999999999997}",52.42,High,1.0,2026-06-16,2026-06-17,1.0,0
32,Auto Update Disc Total Plan,32,1,"[""32-AutoUpdateDiscTotal""]","[""Docs/Plans/32-AutoUpdateDiscTotal.md""]",32-AutoUpdateDiscTotal,Docs/Plans/32-AutoUpdateDiscTotal.md,487,88d09498e62eed6f088450eb0cf1ec3129a7ad34,[],"[""88d09498e62eed6f088450eb0cf1ec3129a7ad34""]","[""88d09498e62eed6f088450eb0cf1ec3129a7ad34""]","[""88d09498e62eed6f088450eb0cf1ec3129a7ad34""]","[""transcript-2026-06-17-1-32-AutoUpdateDiscTotal""]","[""settings"", ""tags""]",487,0,487,85.2156862745098,179.78431372549022,189.0,262.0,26.0,1667.0,3330.0,4997.0,1250.0,3747.0,5.0,"{""assistant_processing_time"": 1250.0, ""back_and_forth_count"": 5.0, ""code_lines"": 189.0, ""elapsed_time"": 4997.0, ""plan_lines"": 487, ""transcript_lines"": 265.0}",36.97,Moderate,1.0,2026-06-17,2026-06-17,1.0,0
33,Add Track File Rename Plan,33,1,"[""33-AddTrackFileRename""]","[""Docs/Plans/33-AddTrackFileRename.md""]",33-AddTrackFileRename,Docs/Plans/33-AddTrackFileRename.md,982,29444d740b06ee147a5690f1070d56abfa8be162,[],"[""29444d740b06ee147a5690f1070d56abfa8be162""]","[""29444d740b06ee147a5690f1070d56abfa8be162""]","[""29444d740b06ee147a5690f1070d56abfa8be162""]","[""transcript-2026-06-18-1-33-AddTrackFileRename""]","[""tags""]",982,0,982,136.9094766619519,580.0905233380481,1350.0,418.0,39.0,73092.0,35614.0,108706.0,3388.0,105318.0,10.0,"{""assistant_processing_time"": 3388.0, ""back_and_forth_count"": 10.0, ""code_lines"": 1350.0, ""elapsed_time"": 108706.0, ""plan_lines"": 982, ""transcript_lines"": 717.0}",78.79,Very High,1.0,2026-06-18,2026-06-19,1.0,0
